current_age,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,amount,use_chip,debt_to_income,default_risk,gender_Female,gender_Male,gender_Other
28,25101,301208,54962,718,1,2499.7,No,0.1824719130965977,0,0,1,0
58,52954,635452,0,667,2,3084.33,Yes,0.0,0,0,1,0
63,116603,1399232,0,657,4,2976.56,No,0.0,0,1,0,0
25,69040,828476,334574,688,4,3002.57,No,0.4038427184372269,0,0,1,0
22,64875,778500,365831,609,4,3317.68,No,0.46991779062299294,0,0,1,0
38,37868,454415,90738,643,1,5849.38,No,0.19968090842071676,0,1,0,0
35,25709,308511,0,837,2,1230.62,No,0.0,0,0,1,0
23,50199,602384,0,796,3,4031.74,No,0.0,0,1,0,0
24,40034,480414,0,761,1,6010.42,No,0.0,0,0,1,0
60,59617,715400,62638,723,4,4904.54,No,0.0875566116857702,0,0,1,0
57,59251,711012,101955,735,4,1840.29,Yes,0.14339420431722671,0,0,1,0
27,72843,874118,209464,709,4,5174.9,No,0.239628974577803,0,1,0,0
33,59579,714950,149478,720,4,2714.61,Yes,0.20907476047276033,0,1,0,0
39,70958,851495,368333,684,2,1150.44,Yes,0.4325721231481101,0,1,0,0
19,70309,843706,320790,562,4,1562.28,No,0.3802153830836808,0,0,1,0
47,36502,438023,88856,563,1,1258.78,Yes,0.20285692760425822,0,1,0,0
36,43630,523558,116287,747,3,4562.41,Yes,0.22210910730043282,0,1,0,0
42,126810,1521726,0,763,4,1366.29,No,0.0,0,0,1,0
63,41235,494817,240441,705,3,3615.59,Yes,0.48591903673479286,0,1,0,0
53,54633,655591,91522,674,5,1628.02,Yes,0.13960228252065693,0,0,1,0
60,32873,394480,0,642,1,3175.92,Yes,0.0,0,0,1,0
49,89829,1077953,0,790,3,5543.48,No,0.0,0,1,0,0
27,95643,1147718,349657,649,5,1605.01,Yes,0.3046541049282141,0,0,1,0
69,24871,298451,25440,700,1,615.44,Yes,0.08524012316929747,0,0,1,0
55,114032,1368387,241536,879,5,4206.69,No,0.1765114693431025,0,1,0,0
34,54089,649072,104970,704,3,1711.85,Yes,0.16172319865900855,0,0,1,0
45,108945,1307337,0,636,3,524.05,Yes,0.0,0,0,1,0
21,45032,540382,0,749,3,1167.84,No,0.0,0,1,0,0
45,247499,2969990,0,770,5,2755.3,Yes,0.0,0,1,0,0
35,13637,163645,106011,461,1,10808.27,No,0.6478108099850286,1,0,1,0
31,54668,656014,29281,634,3,1583.77,No,0.04463471816150265,0,0,1,0
39,29342,352099,0,672,2,3571.31,No,0.0,0,1,0,0
56,63463,761554,0,601,2,2803.35,No,0.0,0,0,1,0
43,72204,866451,256259,840,3,4885.28,Yes,0.2957570595452022,0,1,0,0
23,34205,410458,191716,813,3,3032.89,Yes,0.4670782394301,0,0,1,0
29,41211,494529,0,638,2,1128.02,No,0.0,0,0,1,0
48,63141,757689,104203,661,5,14691.15,Yes,0.13752740240388867,0,0,1,0
31,83500,1001994,0,604,3,1449.93,Yes,0.0,0,0,1,0
54,54339,652066,125917,657,3,3113.85,Yes,0.19310468572199746,0,0,1,0
25,56059,672705,483504,690,3,2085.75,No,0.7187459584810578,0,1,0,0
37,32419,389031,0,740,1,8822.72,Yes,0.0,0,0,1,0
24,156731,1880768,246625,870,4,6549.87,No,0.13112994266172118,0,1,0,0
42,49505,594063,185748,781,2,2847.69,No,0.31267390832285463,0,1,0,0
33,59579,714950,149478,720,4,2235.23,No,0.20907476047276033,0,1,0,0
63,250000,3000000,873181,656,4,4343.27,No,0.2910603333333333,0,0,1,0
28,81868,982417,254329,765,5,3013.69,Yes,0.25888090291597154,0,0,1,0
51,84834,1018004,144136,691,3,2938.34,Yes,0.1415868699926523,0,0,1,0
43,24031,288372,9426,808,1,2337.88,Yes,0.03268694602804711,0,1,0,0
38,58361,700330,204479,665,5,1556.05,Yes,0.2919752116859195,0,1,0,0
31,65718,788611,0,794,4,3071.17,Yes,0.0,0,1,0,0
33,81982,983787,265458,688,4,488.69,Yes,0.2698327991729917,0,0,1,0
23,48191,578292,0,658,1,2268.73,No,0.0,0,0,1,0
25,35988,431850,0,726,2,2378.15,Yes,0.0,0,1,0,0
20,26101,313212,109337,620,2,694.45,Yes,0.34908304918074656,0,1,0,0
46,70259,843111,181522,587,4,4948.93,Yes,0.215300239233031,0,0,1,0
66,68726,824718,601632,623,4,1853.37,Yes,0.7295002655453137,0,1,0,0
68,55144,661733,57009,722,3,1559.2,No,0.08615106092638572,0,1,0,0
34,38997,467963,151723,588,3,7449.49,No,0.3242200772283279,0,1,0,0
49,72986,875830,0,769,3,3897.38,Yes,0.0,0,0,1,0
47,51739,620872,262495,687,3,1165.95,Yes,0.4227844064477058,0,0,1,0
38,14411,172933,22094,617,1,419.52,Yes,0.12776046214429865,0,1,0,0
70,61559,738707,0,687,2,3095.06,No,0.0,0,1,0,0
55,114032,1368387,241536,879,5,1142.37,Yes,0.1765114693431025,0,1,0,0
23,46614,559371,44538,787,2,1175.25,No,0.07962157494757505,0,0,1,0
22,56467,677602,180721,641,4,1690.32,Yes,0.2667067098385188,0,0,1,0
63,61379,736543,0,611,4,6942.2,Yes,0.0,0,1,0,0
23,126820,1521846,130654,801,5,1672.92,Yes,0.08585231357180687,0,1,0,0
21,60312,723749,186160,666,2,1774.21,Yes,0.2572162448583694,0,1,0,0
41,55810,669720,221315,731,3,10806.22,Yes,0.3304589977901212,0,1,0,0
57,14978,179735,49629,616,1,3150.49,No,0.2761231813503213,0,0,1,0
48,75667,908009,0,850,5,4407.5,Yes,0.0,0,0,0,1
22,56518,678213,218839,595,5,2670.01,No,0.3226700166466877,0,0,1,0
24,87542,1050509,199480,799,3,1800.92,Yes,0.18988890147538004,0,0,1,0
19,100985,1211822,0,897,5,2318.6,Yes,0.0,0,0,1,0
50,67735,812825,55127,632,4,1691.1,No,0.06782148678989942,0,1,0,0
33,123113,1477356,761553,626,3,2112.23,Yes,0.5154837425779568,0,0,1,0
26,64859,778310,188398,638,3,716.17,No,0.24206036155259472,0,1,0,0
29,116229,1394744,0,789,3,1648.56,Yes,0.0,0,0,1,0
45,94578,1134942,137315,819,3,1912.56,No,0.12098856153001651,0,0,1,0
30,40401,484817,0,671,2,2102.49,Yes,0.0,0,1,0,0
49,53496,641958,0,626,3,2159.49,Yes,0.0,0,0,1,0
52,54898,658781,284533,733,5,2360.47,Yes,0.4319083276536512,0,1,0,0
49,80256,963075,90981,826,5,1243.31,No,0.09446927809360642,0,0,1,0
46,107510,1290122,126218,674,4,8403.78,Yes,0.09783415831991082,0,1,0,0
66,114370,1372434,0,789,5,2022.84,No,0.0,0,0,0,1
49,80256,963075,90981,826,5,2196.73,Yes,0.09446927809360642,0,0,1,0
44,43293,519518,84850,696,3,2470.59,No,0.163324466139768,0,1,0,0
45,42464,509567,0,871,3,3036.26,No,0.0,0,1,0,0
30,86092,1033108,246043,735,2,2324.4,Yes,0.23815806285499677,0,1,0,0
62,31175,374099,0,655,2,1803.01,No,0.0,0,0,1,0
34,106137,1273645,64718,767,4,5639.48,No,0.050813217183752146,0,0,1,0
60,77187,926246,0,719,4,2646.67,Yes,0.0,0,1,0,0
63,72154,865850,252772,649,3,2592.28,No,0.2919350926834902,0,0,1,0
44,32318,387822,2669,697,1,2289.73,Yes,0.0068820231962085695,0,0,1,0
27,23993,287916,0,860,2,2019.82,Yes,0.0,0,0,1,0
22,22174,266084,28374,748,3,1012.53,No,0.10663549856436313,0,1,0,0
38,31370,376434,0,676,3,2512.1,No,0.0,0,0,1,0
21,50186,602236,144665,736,2,2687.3,Yes,0.2402131390351955,0,1,0,0
34,47624,571485,128415,694,3,4358.69,Yes,0.2247040604740282,0,0,1,0
70,24888,298659,11357,680,2,2580.78,No,0.0380266457732732,0,1,0,0
23,23791,285489,158627,773,2,2294.31,No,0.5556326163179667,0,1,0,0
27,35145,421743,0,746,2,4996.14,No,0.0,0,0,0,1
58,28676,344113,0,689,1,3980.04,Yes,0.0,0,1,0,0
36,114584,1375004,0,900,4,1680.85,Yes,0.0,0,1,0,0
36,74842,898109,516335,625,3,2078.01,Yes,0.5749135127250701,0,1,0,0
59,42571,510857,0,654,3,2711.15,Yes,0.0,0,0,1,0
66,84551,1014613,442266,692,4,2002.22,Yes,0.4358962481261328,0,0,0,1
29,116229,1394744,0,789,3,1252.61,Yes,0.0,0,0,1,0
59,28678,344137,0,687,2,5013.36,Yes,0.0,0,0,1,0
21,58199,698389,129998,600,3,7972.25,Yes,0.18613981606239502,0,0,1,0
48,30465,365581,61307,605,2,2276.39,No,0.1676974459832431,0,0,1,0
60,110145,1321739,385598,719,4,2026.96,Yes,0.2917353577370419,0,0,1,0
54,91790,1101485,0,607,4,1170.19,No,0.0,0,0,1,0
63,52584,631011,315229,551,5,1933.47,Yes,0.499561814294838,0,1,0,0
33,150548,1806579,527264,616,5,361.63,Yes,0.2918577045343713,0,1,0,0
61,51881,622577,449417,598,4,1854.3,Yes,0.7218657290584136,1,0,1,0
23,50199,602384,0,796,3,1072.94,No,0.0,0,1,0,0
54,54289,651469,0,731,4,1482.3,Yes,0.0,0,0,1,0
48,36931,443171,106136,657,3,2102.44,Yes,0.23949220504049226,0,0,1,0
49,36397,436767,0,698,1,449.32,No,0.0,0,1,0,0
46,34270,411235,0,772,2,1409.58,No,0.0,0,0,1,0
30,60473,725678,0,648,4,318.58,Yes,0.0,0,1,0,0
60,52937,635245,94205,704,4,546.92,No,0.14829711371203236,0,0,1,0
31,167371,2008449,508137,706,5,666.65,No,0.2529997027557085,0,0,1,0
44,57049,684589,267824,595,5,1190.17,Yes,0.39121867280952516,0,1,0,0
36,26270,315244,196936,616,3,943.37,Yes,0.6247097486391494,0,0,1,0
39,18752,225027,55190,798,1,887.37,No,0.2452594577539584,0,1,0,0
50,50226,602714,0,633,2,2942.47,Yes,0.0,0,0,1,0
46,25309,303712,0,655,3,2349.82,No,0.0,0,0,1,0
37,114519,1374227,707128,695,4,2193.86,Yes,0.5145641877215337,0,0,1,0
31,46226,554712,0,730,3,3091.13,No,0.0,0,0,1,0
20,35933,431197,0,622,1,4468.5,Yes,0.0,0,1,0,0
42,75738,908851,394466,719,3,2256.24,Yes,0.43402713976218327,0,1,0,0
24,39940,479285,177782,560,2,5185.92,Yes,0.37093170034530604,0,1,0,0
26,63342,760106,0,716,3,11078.29,Yes,0.0,0,0,1,0
50,34274,411291,59846,652,1,1719.7,Yes,0.14550768190891608,0,1,0,0
26,121035,1452418,435646,561,3,3856.78,No,0.2999453325420093,0,1,0,0
47,65856,790277,299138,668,3,979.32,Yes,0.37852297359027276,0,1,0,0
31,92269,1107224,0,606,3,1337.27,No,0.0,0,0,0,1
24,34792,417501,0,618,1,4928.97,No,0.0,0,1,0,0
66,55941,671296,233121,582,3,787.35,Yes,0.347270056726094,0,1,0,0
21,93351,1120207,266243,675,3,2981.47,Yes,0.23767303721544322,0,0,1,0
48,96877,1162523,283514,715,3,10532.58,Yes,0.2438781856358971,0,1,0,0
66,64841,778096,87533,715,4,1244.71,No,0.1124964014723119,0,0,1,0
45,247499,2969990,0,770,5,2174.64,Yes,0.0,0,1,0,0
28,175127,2101519,650617,597,4,694.75,Yes,0.309593679619361,0,1,0,0
38,33253,399036,0,782,3,8099.85,Yes,0.0,0,1,0,0
21,39897,478760,0,775,1,1155.13,Yes,0.0,0,1,0,0
46,62439,749266,208858,692,4,1039.03,No,0.27875013680054883,0,1,0,0
52,123649,1483786,315273,841,3,6207.6,Yes,0.2124787536747213,0,1,0,0
19,100985,1211822,0,897,5,1389.58,No,0.0,0,0,1,0
63,63899,766784,75198,675,2,3546.91,Yes,0.0980693389533428,0,1,0,0
23,34205,410458,191716,813,3,8588.3,Yes,0.4670782394301,0,0,1,0
51,71877,862527,74376,683,3,2133.59,No,0.0862303440935762,0,1,0,0
25,27768,333220,112067,732,2,4936.85,Yes,0.3363153472180541,0,1,0,0
38,55668,668019,0,678,4,775.49,Yes,0.0,0,1,0,0
53,40219,482631,22649,672,3,2060.08,Yes,0.04692819151691458,0,1,0,0
28,65511,786129,522656,688,4,583.59,No,0.6648476267889876,0,1,0,0
33,72145,865737,178873,798,4,1669.27,Yes,0.2066135558489472,0,0,0,1
22,69736,836828,208288,622,3,7013.78,Yes,0.248901805388921,0,1,0,0
45,62916,754990,230355,782,3,1382.45,Yes,0.3051100014569729,0,1,0,0
46,32809,393709,120877,553,1,3234.64,No,0.3070211755382783,0,0,1,0
23,62331,747971,135965,654,2,5577.41,Yes,0.18177843793409101,0,1,0,0
49,65477,785725,0,891,3,3072.9,Yes,0.0,0,0,1,0
59,103760,1245126,0,576,4,2187.21,Yes,0.0,0,1,0,0
55,26022,312270,35145,689,2,379.71,Yes,0.11254683447017004,0,1,0,0
22,57380,688560,274545,648,3,2394.39,Yes,0.3987234227953991,0,1,0,0
25,32651,391817,0,900,3,3182.67,Yes,0.0,0,0,1,0
52,58563,702754,281530,637,3,11097.58,Yes,0.4006096016529255,0,0,1,0
47,28565,342780,194116,717,2,6146.55,Yes,0.5662990839605578,0,0,1,0
23,42544,510532,114763,795,2,2790.55,Yes,0.2247910023269844,0,0,1,0
49,37364,448367,0,727,3,2781.64,No,0.0,0,1,0,0
67,26473,317673,0,617,2,3409.68,Yes,0.0,0,1,0,0
55,35041,420487,0,819,3,1532.47,Yes,0.0,0,0,1,0
53,57087,685044,0,726,3,3483.65,No,0.0,0,0,1,0
60,184582,2214980,0,573,4,1342.05,Yes,0.0,0,0,1,0
51,147807,1773683,107178,785,3,5179.36,No,0.0604268068194824,0,1,0,0
48,51232,614787,265304,604,4,1163.43,Yes,0.43153807741543004,0,0,1,0
52,32449,389391,83106,738,3,2950.39,Yes,0.2134255799440665,0,0,1,0
43,109790,1317483,71070,702,2,1073.75,Yes,0.05394377005244091,0,0,1,0
38,82329,987948,544174,641,5,3689.82,No,0.5508123909355553,0,1,0,0
46,31794,381528,12591,900,3,1725.14,Yes,0.033001509718814874,0,1,0,0
48,51466,617594,0,692,5,1876.84,No,0.0,0,0,1,0
65,90148,1081776,432121,565,3,926.21,Yes,0.3994551552262206,0,1,0,0
65,105434,1265212,0,721,3,1487.16,No,0.0,0,0,1,0
36,72331,867977,0,666,3,1859.51,Yes,0.0,0,0,1,0
33,65651,787813,64943,687,4,1425.17,Yes,0.0824345371300042,0,0,1,0
58,58913,706954,0,631,5,2631.76,Yes,0.0,0,1,0,0
30,65158,781895,283086,641,3,489.35,No,0.36205117055359093,0,0,1,0
26,66873,802480,351473,623,4,1094.07,Yes,0.437983501146446,0,1,0,0
64,62245,746941,0,620,5,5345.81,No,0.0,0,1,0,0
37,47329,567952,194269,550,3,2675.19,Yes,0.34205179310927686,0,0,1,0
33,119310,1431722,672624,640,3,1822.62,Yes,0.4698007015328395,0,1,0,0
30,69389,832664,0,682,2,6358.94,No,0.0,0,0,1,0
61,111104,1333245,0,715,2,7290.21,Yes,0.0,0,1,0,0
61,183619,2203425,1053264,623,4,5893.3,Yes,0.47801218557473024,0,0,1,0
65,83509,1002108,786195,622,5,4481.6,Yes,0.7845411871774299,0,0,1,0
20,29782,357386,149347,607,2,7532.31,Yes,0.4178871024606448,0,0,1,0
37,22108,265296,15960,585,2,8196.69,Yes,0.06015921838248598,0,1,0,0
35,56331,675973,269552,675,3,2210.11,Yes,0.3987614889943829,0,0,1,0
58,56512,678149,0,679,3,2325.23,Yes,0.0,0,0,0,1
58,136957,1643481,0,737,4,637.92,No,0.0,0,1,0,0
26,28770,345239,0,655,1,5175.28,Yes,0.0,0,1,0,0
56,84799,1017585,223412,612,3,4688.27,No,0.2195511922836913,0,1,0,0
28,89278,1071335,0,719,4,3311.67,No,0.0,0,1,0,0
25,56059,672705,483504,690,3,2600.29,Yes,0.7187459584810578,0,1,0,0
39,72409,868910,41792,730,3,2309.47,No,0.04809704112048428,0,1,0,0
40,81037,972444,0,668,4,8196.58,Yes,0.0,0,0,1,0
28,86027,1032329,532902,523,1,2983.22,No,0.5162133389646131,1,1,0,0
62,152641,1831689,0,865,4,2634.04,Yes,0.0,0,1,0,0
65,36420,437040,227800,737,2,4664.62,Yes,0.5212337543474281,0,0,1,0
23,30158,361902,124057,706,2,208.71,Yes,0.3427916949892512,0,1,0,0
30,25806,309666,55046,737,2,3840.43,Yes,0.17775926320616406,0,1,0,0
26,24375,292498,171490,682,1,2963.17,Yes,0.586294607142613,0,1,0,0
44,80099,961189,480526,721,5,886.62,Yes,0.499928734099121,0,1,0,0
63,21509,258103,61397,592,1,1644.48,No,0.23787790145794507,0,1,0,0
60,72458,869495,163689,670,4,1658.59,Yes,0.18825755179730763,0,1,0,0
50,40119,481425,190000,702,3,2058.42,Yes,0.39466168146647973,0,1,0,0
59,51160,613922,425855,700,5,3988.5,Yes,0.6936630386270568,0,1,0,0
69,63971,767653,0,772,3,8415.17,Yes,0.0,0,1,0,0
34,48195,578345,321586,710,2,2900.72,Yes,0.5560452670983582,0,0,1,0
26,28034,336413,125113,553,2,5376.42,Yes,0.3719029882911778,0,0,1,0
63,80675,968104,162092,764,4,2221.51,Yes,0.16743242461553717,0,0,1,0
35,25100,301197,0,683,3,594.9,Yes,0.0,0,0,1,0
36,88876,1066518,452931,721,3,2864.71,No,0.424682002554106,0,0,0,1
56,61035,732417,202632,628,2,1291.78,Yes,0.2766620654627077,0,0,0,1
21,69989,839867,104855,811,5,3848.06,Yes,0.12484714841754706,0,0,1,0
67,58144,697733,172054,731,5,14065.85,Yes,0.24659002799064972,0,1,0,0
65,99570,1194836,335387,763,3,1200.6,Yes,0.2806970998530342,0,0,1,0
24,63452,761425,149343,837,2,517.59,Yes,0.1961361920084053,0,1,0,0
58,58913,706954,0,631,5,2436.47,Yes,0.0,0,1,0,0
67,62489,749872,0,767,3,7116.53,No,0.0,0,1,0,0
26,49216,590591,35373,697,3,1256.8,Yes,0.05989424153094104,0,1,0,0
44,60072,720864,0,804,5,2340.25,Yes,0.0,0,1,0,0
54,25411,304928,32875,766,3,1426.61,No,0.10781233602686535,0,1,0,0
24,37508,450097,0,814,2,3413.68,No,0.0,0,1,0,0
52,159033,1908391,0,806,3,3728.35,No,0.0,0,0,1,0
21,84010,1008119,442943,796,4,5785.82,No,0.4393757086217004,0,1,0,0
22,65694,788330,262550,603,3,4360.47,Yes,0.33304580569051034,0,0,1,0
41,21748,260982,44611,783,2,2209.32,No,0.17093516027925298,0,0,1,0
36,71066,852798,160425,661,3,2485.97,Yes,0.18811606030970993,0,0,1,0
19,47822,573865,12757,857,1,465.83,Yes,0.022229966978296288,0,1,0,0
62,124820,1497846,645995,608,5,1895.76,No,0.4312826552262382,0,0,1,0
26,66873,802480,351473,623,4,2826.42,No,0.437983501146446,0,1,0,0
52,123649,1483786,315273,841,3,1673.25,Yes,0.2124787536747213,0,1,0,0
35,26146,313748,36766,859,3,5951.33,Yes,0.11718321710417277,0,0,0,1
61,34312,411743,104594,822,3,3709.65,Yes,0.2540273908724617,0,0,1,0
61,53177,638124,306956,601,3,1264.37,Yes,0.48102876556907437,0,0,1,0
54,96521,1158253,0,721,5,3050.4,No,0.0,0,1,0,0
40,64390,772676,397058,594,4,1690.02,Yes,0.5138738617480031,1,0,1,0
70,47550,570598,165579,716,1,2102.14,Yes,0.29018503394684175,0,1,0,0
65,40712,488538,128793,607,3,4578.91,Yes,0.2636294413126512,0,1,0,0
29,57737,692841,176649,759,3,2574.38,Yes,0.2549632599687374,0,1,0,0
26,68681,824169,0,707,3,2833.8,Yes,0.0,0,1,0,0
34,21482,257784,156270,550,2,2814.07,Yes,0.6062051950470161,1,0,1,0
37,45829,549945,220999,611,1,2542.01,Yes,0.4018565492912928,0,1,0,0
50,27438,329255,0,624,1,3553.07,No,0.0,0,1,0,0
29,69196,830354,198668,789,5,3293.85,Yes,0.2392569915963553,0,1,0,0
23,102111,1225329,0,607,2,5172.32,Yes,0.0,0,0,1,0
48,29381,352570,139197,815,3,690.17,Yes,0.39480670505147913,0,1,0,0
39,35164,421969,0,605,3,3291.48,Yes,0.0,0,1,0,0
36,43630,523558,116287,747,3,4707.75,Yes,0.22210910730043282,0,1,0,0
50,84109,1009303,333318,677,5,2064.92,Yes,0.3302457240293549,0,0,1,0
52,42630,511555,151436,689,3,4686.2,Yes,0.2960307298335467,0,0,1,0
27,22965,275582,18032,698,3,4628.31,No,0.06543243027483653,0,1,0,0
57,36336,436033,78794,650,3,2178.03,No,0.18070650615893752,0,0,1,0
33,81982,983787,265458,688,4,2184.05,No,0.2698327991729917,0,0,1,0
53,28988,347860,62519,688,1,2132.06,No,0.1797246018513195,0,1,0,0
51,12500,150000,0,663,1,5494.57,No,0.0,0,0,1,0
70,29241,350892,193010,671,2,3053.91,No,0.5500552876668604,0,1,0,0
59,59131,709576,223518,593,3,1489.87,No,0.31500219849600325,0,1,0,0
49,72715,872577,412082,735,5,7362.06,Yes,0.47225860869585146,0,1,0,0
56,18115,217377,56899,548,1,2002.82,Yes,0.2617526233226146,0,0,1,0
30,64219,770625,249556,596,3,1202.49,Yes,0.32383584752635847,0,1,0,0
38,33253,399036,0,782,3,8525.65,Yes,0.0,0,1,0,0
58,26833,322000,0,823,2,1204.49,No,0.0,0,0,0,1
19,100985,1211822,0,897,5,3118.69,Yes,0.0,0,0,1,0
65,20598,247181,75971,656,1,1714.38,Yes,0.3073496749345621,0,1,0,0
22,87516,1050195,277209,722,4,2943.57,No,0.26395955036921714,0,1,0,0
41,69471,833653,96059,642,3,5342.2,Yes,0.11522659907659422,0,0,1,0
41,56431,677176,0,777,5,7562.22,Yes,0.0,0,0,1,0
51,37037,444447,65495,740,2,770.07,Yes,0.14736290266330968,0,1,0,0
33,28436,341234,35718,666,2,2672.94,Yes,0.10467303961504422,0,1,0,0
67,32448,389371,108455,690,1,2483.13,Yes,0.27853897696541347,0,0,1,0
48,22968,275617,144816,639,1,3929.4,Yes,0.52542477423381,0,1,0,0
57,63236,758835,194236,771,4,3770.77,Yes,0.2559660532263272,0,1,0,0
58,27266,327197,135307,601,3,594.03,Yes,0.41353374266878973,0,1,0,0
44,34721,416653,31236,836,2,4642.34,Yes,0.0749688589785745,0,0,1,0
56,44583,534995,0,777,2,3066.57,No,0.0,0,1,0,0
28,48368,580410,0,684,3,3891.22,No,0.0,0,0,1,0
58,108732,1304789,0,782,4,4893.03,Yes,0.0,0,1,0,0
60,27659,331904,45495,742,1,685.62,Yes,0.13707276802930968,0,1,0,0
39,69693,836312,0,669,4,9041.88,No,0.0,0,0,1,0
56,21251,255014,19996,569,1,2877.08,No,0.07841138133592665,0,0,1,0
67,60045,720538,61098,693,4,1116.06,No,0.08479497264543993,0,0,1,0
45,106131,1273577,409436,776,2,4105.6,Yes,0.32148507707033025,0,1,0,0
35,84966,1019597,0,757,3,3662.61,Yes,0.0,0,1,0,0
57,180234,2162808,958152,594,5,4648.56,No,0.4430129720252561,0,0,1,0
53,21163,253958,76437,734,2,939.51,Yes,0.30098283968215217,0,0,1,0
39,206873,2482480,0,698,4,4917.31,No,0.0,0,0,1,0
26,68681,824169,0,707,3,1161.31,Yes,0.0,0,1,0,0
19,27325,327902,0,547,1,2132.22,No,0.0,0,0,1,0
21,31744,380923,0,732,3,3008.8,Yes,0.0,0,0,1,0
63,53239,638869,0,783,3,2190.16,Yes,0.0,0,0,1,0
66,27824,333891,69526,571,3,202.52,Yes,0.20822963182595516,0,0,1,0
55,73005,876064,0,711,4,2066.9,Yes,0.0,0,0,1,0
42,94134,1129604,0,773,4,1084.72,Yes,0.0,0,0,1,0
62,25279,303351,43585,801,1,3302.37,Yes,0.14367844510154903,0,0,1,0
24,87542,1050509,199480,799,3,5171.85,Yes,0.18988890147538004,0,0,1,0
63,49348,592179,112009,715,2,645.81,Yes,0.18914720042419605,0,0,1,0
54,54289,651469,0,731,4,3025.59,Yes,0.0,0,0,1,0
23,61767,741205,171564,784,5,2179.04,No,0.23146632847862603,0,0,1,0
60,110145,1321739,385598,719,4,6993.71,Yes,0.2917353577370419,0,0,1,0
19,150706,1808467,201111,701,3,3692.24,No,0.11120523625811253,0,0,1,0
33,15515,186178,15993,754,1,2077.49,No,0.08590166399896873,0,1,0,0
24,23343,280117,62804,687,3,4751.59,Yes,0.22420631379030906,0,0,1,0
30,22718,272620,23161,736,3,7058.1,No,0.08495708311936029,0,1,0,0
47,26623,319472,151526,694,3,2415.41,No,0.47430134722291784,0,0,1,0
59,72923,875071,0,802,4,2365.08,No,0.0,0,1,0,0
39,66019,792225,211561,603,3,9453.38,Yes,0.26704660923348794,0,0,1,0
35,46811,561730,224618,575,1,1285.76,Yes,0.39986826411265197,0,0,0,1
39,70105,841261,207740,644,3,809.85,Yes,0.2469388216023327,0,1,0,0
21,25376,304513,152832,656,3,499.96,No,0.5018899028941293,0,1,0,0
63,64255,771056,161603,695,5,1590.06,Yes,0.20958659293229026,0,0,1,0
21,57242,686900,0,725,3,4724.86,Yes,0.0,0,0,1,0
35,50085,601019,0,827,3,3224.2,Yes,0.0,0,1,0,0
41,63646,763756,349860,684,4,4252.94,No,0.45807823440994244,0,1,0,0
67,127339,1528064,71797,696,4,1296.72,No,0.046985597461886415,0,0,1,0
55,22342,268102,71170,721,2,3888.98,Yes,0.26545866871563806,0,1,0,0
38,141253,1695033,756431,678,3,3777.26,No,0.44626328808937643,0,0,1,0
24,30230,362761,133995,713,3,5406.31,No,0.36937542900146375,0,1,0,0
56,26102,313229,172841,551,2,856.91,Yes,0.5518039517413778,1,1,0,0
27,65069,780824,228033,695,4,3344.25,Yes,0.29204148438060307,0,1,0,0
24,21066,252798,90091,676,1,562.18,Yes,0.35637544600827537,0,1,0,0
56,66824,801891,0,689,4,1722.24,Yes,0.0,0,1,0,0
68,77064,924765,0,687,2,3663.92,Yes,0.0,0,1,0,0
43,61812,741741,0,672,3,2006.05,No,0.0,0,1,0,0
33,53514,642172,136860,775,4,3749.66,Yes,0.21312047239680335,0,1,0,0
60,81905,982862,306247,732,5,7629.69,Yes,0.3115869776224943,0,1,0,0
26,114777,1377329,559301,744,3,3690.13,Yes,0.4060765438032598,0,1,0,0
37,97495,1169941,558109,667,4,1413.29,Yes,0.4770402951943731,0,1,0,0
22,64875,778500,365831,609,4,2599.96,Yes,0.46991779062299294,0,0,1,0
61,25117,301404,115000,614,2,1225.72,Yes,0.3815476901434619,0,0,1,0
59,92849,1114187,0,636,4,4434.12,Yes,0.0,0,1,0,0
49,32158,385892,0,821,3,3712.23,Yes,0.0,0,1,0,0
64,88833,1065996,167762,651,4,467.17,Yes,0.1573758250500002,0,0,1,0
22,81474,977685,16558,767,3,7391.2,Yes,0.016935925170172398,0,0,1,0
69,46152,553825,0,731,1,1626.64,Yes,0.0,0,1,0,0
30,38732,464781,0,750,3,2255.71,No,0.0,0,1,0,0
32,44903,538833,183626,713,3,3698.42,No,0.34078462158034123,0,0,1,0
49,86379,1036544,529704,685,5,4804.15,No,0.5110289577673499,0,0,1,0
27,65184,782209,282375,751,3,2366.96,No,0.3609968691232139,0,1,0,0
26,121035,1452418,435646,561,3,2489.97,Yes,0.2999453325420093,0,1,0,0
49,97909,1174911,399872,721,3,6826.35,Yes,0.3403423748692454,0,1,0,0
64,22171,266049,34323,719,3,5402.84,Yes,0.12901006957364997,0,0,1,0
58,79076,948918,475464,605,4,1486.92,Yes,0.5010591009971357,0,0,1,0
55,75757,909087,0,681,4,2587.34,Yes,0.0,0,0,1,0
59,43440,521284,152038,697,2,5519.1,Yes,0.29166059192302085,0,1,0,0
55,75757,909087,0,681,4,2253.67,Yes,0.0,0,0,1,0
33,27930,335164,57255,633,3,5070.35,Yes,0.17082681910945088,0,0,1,0
22,27792,333501,159070,695,3,3943.15,No,0.476970084047724,0,0,1,0
22,69736,836828,208288,622,3,1708.93,No,0.248901805388921,0,1,0,0
